code,version,date,partie,sous_partie,livre,titre,chapitre,article,type
code_de_la_construction_et_de_l'habitation,f764c0c,1988-01-01,Réglementaire,NA,3,3,1,R331-5,inversion R331-28
code_de_la_construction_et_de_l'habitation,f764c0c,1988-01-01,Réglementaire,NA,3,3,1,R331-38,inversion R331-62
code_de_la_construction_et_de_l'habitation,ecdf046,1988-04-03,Réglementaire,NA,3,1,3,R313-21,inversion R313-35-11
code_de_la_construction_et_de_l'habitation,2db4c23,1988-07-01,Réglementaire,NA,3,5,1,R351-11,inversion R351-13
code_de_la_construction_et_de_l'habitation,2db4c23,1988-07-01,Réglementaire,NA,3,5,1,R351-5,inversion R*351-48
code_de_la_construction_et_de_l'habitation,7a96168,1988-09-15,Réglementaire,NA,4,2,3,R*423-2,inversion R*423-30
code_de_la_construction_et_de_l'habitation,7a96168,1988-09-15,Réglementaire,NA,4,2,3,R423-49,inversion R423-67
code_de_la_construction_et_de_l'habitation,df652a0,1990-02-17,Réglementaire,NA,3,3,1,R331-35,inversion R331-84
code_de_la_construction_et_de_l'habitation,214e23a,1990-07-19,Réglementaire,NA,3,3,1,R331-54,inversion R331-84
code_de_la_construction_et_de_l'habitation,214e23a,1990-07-19,Réglementaire,NA,3,5,3,R353-72,inversion R353-88
code_de_la_construction_et_de_l'habitation,214e23a,1990-07-19,Réglementaire,NA,3,5,3,R353-134,inversion R353-152
code_de_la_construction_et_de_l'habitation,3f07f5c,1990-09-30,Réglementaire,NA,3,5,1,R351-60,inversion R351-64
code_de_la_construction_et_de_l'habitation,dc80e15,1991-02-14,Réglementaire,NA,3,5,1,R351-64,inversion R351-66
code_de_la_construction_et_de_l'habitation,dc80e15,1991-02-14,Réglementaire,NA,3,6,2,R362-2,inversion R362-6
code_de_la_construction_et_de_l'habitation,dc80e15,1991-02-14,Réglementaire,NA,3,6,2,R362-10,inversion R362-19
code_de_la_construction_et_de_l'habitation,dc80e15,1991-02-14,Réglementaire,NA,4,2,3,R423-66,inversion R423-67
code_de_la_construction_et_de_l'habitation,8e1c07c,1991-04-24,Réglementaire,NA,4,2,3,R423-61,inversion R423-67
code_de_la_construction_et_de_l'habitation,a5e6d51,1992-03-17,Réglementaire,NA,3,1,3,R*313-18,inversion R313-19
code_de_la_construction_et_de_l'habitation,687764c,1992-06-19,Réglementaire,NA,4,2,3,R423-1,inversion R423-66
code_de_la_construction_et_de_l'habitation,069420e,1992-09-30,Réglementaire,NA,3,5,1,R351-37,inversion R351-45
code_de_la_construction_et_de_l'habitation,b6c68a3,1993-09-01,Réglementaire,NA,4,3,3,R433-9,inversion R433-19
code_de_la_construction_et_de_l'habitation,6a67983,1994-01-01,Législative,NA,4,2,2,L422-4-2,doublon
code_de_la_construction_et_de_l'habitation,759838e,1994-03-11,Réglementaire,NA,4,2,2,R422-36-1,inversion R*422-38
code_de_la_construction_et_de_l'habitation,698e269,1995-05-07,Réglementaire,NA,3,5,1,R*351-48,inversion R351-52
code_de_la_construction_et_de_l'habitation,73d0379,1995-10-01,Réglementaire,NA,3,1,7,R317-3,inversion R317-4
code_de_la_construction_et_de_l'habitation,73d0379,1995-10-01,Réglementaire,NA,3,1,7,R317-8,inversion R317-12
code_de_la_construction_et_de_l'habitation,17ad0a2,1996-11-15,Législative,NA,4,4,1,L441-2,inversion L441-2-1
code_de_la_construction_et_de_l'habitation,5e9fe18,1997-10-31,Réglementaire,NA,3,1,7,R317-5,inversion R317-6
code_de_la_construction_et_de_l'habitation,96f2733,1998-07-31,Législative,NA,4,4,1,L441-1-2,inversion L441-1-3
code_de_la_construction_et_de_l'habitation,2e1770c,1999-03-27,Réglementaire,NA,3,6,2,R362-13,inversion R362-18-1
code_de_la_construction_et_de_l'habitation,9fa7cd1,1999-09-25,Réglementaire,NA,4,4,1,R441-1,inversion R441-14
code_de_la_construction_et_de_l'habitation,9fa7cd1,1999-09-25,Réglementaire,NA,4,4,1,R441-21,inversion R441-31
code_de_la_construction_et_de_l'habitation,1600d7e,1999-10-08,Réglementaire,NA,3,5,3,R353-4,inversion R353-22
code_de_la_construction_et_de_l'habitation,1600d7e,1999-10-08,Réglementaire,NA,3,5,3,R353-58,inversion R353-72
code_de_la_construction_et_de_l'habitation,f8851c1,1999-10-23,Réglementaire,NA,3,6,2,R362-3,inversion R362-5-1
code_de_la_construction_et_de_l'habitation,fa00bce,2000-07-05,Réglementaire,NA,1,3,1,R*131-1,inversion R*131-2
code_de_la_construction_et_de_l'habitation,fa00bce,2000-07-05,Réglementaire,NA,1,3,1,R*131-3,inversion R*133-2
code_de_la_construction_et_de_l'habitation,ec6f504,2001-03-03,Réglementaire,NA,3,7,2,R372-1,inversion R372-8
code_de_la_construction_et_de_l'habitation,5f199b2,2001-04-19,Réglementaire,NA,3,3,1,R331-20,inversion R331-28
code_de_la_construction_et_de_l'habitation,9e91fad,2002-01-01,Réglementaire,NA,3,5,1,R351-61,inversion R351-66
code_de_la_construction_et_de_l'habitation,657c89b,2002-09-14,Réglementaire,NA,4,8,1,R*481-5,inversion R*481-6
code_de_la_construction_et_de_l'habitation,589da2d,2005-08-03,Législative,NA,3,1,3,L313-1,doublon
code_de_la_construction_et_de_l'habitation,27e14b0,2006-05-18,Réglementaire,NA,1,1,1,R*111-19-19,inversion R*111-19-24
code_de_la_construction_et_de_l'habitation,f0ab54b,2006-07-16,Législative,NA,4,4,1,L441-3,inversion L441-3-1
code_de_la_construction_et_de_l'habitation,c00f0ff,2006-07-17,Législative,NA,4,4,3,L443-13,inversion L443-14
code_de_la_construction_et_de_l'habitation,c00f0ff,2006-07-17,Législative,NA,4,4,3,L443-15-2,inversion L443-15-2-1
code_de_la_construction_et_de_l'habitation,d234fac,2006-10-16,Législative,NA,1,1,1,L111-8-1,doublon
code_de_la_construction_et_de_l'habitation,e5bcce0,2006-11-10,Réglementaire,NA,5,1,1,R511-6,inversion R511-10
code_de_la_construction_et_de_l'habitation,2455083,2006-12-23,Réglementaire,NA,2,7,1,R271-1,inversion R271-5
code_de_la_construction_et_de_l'habitation,a6f2a04,2007-02-02,Législative,NA,4,1,1,L411-2,doublon
code_de_la_construction_et_de_l'habitation,410aa61,2007-08-10,Législative,NA,3,5,3,L353-21,doublon
code_de_la_construction_et_de_l'habitation,55e5e8e,2008-01-02,Réglementaire,NA,1,3,4,R134-4-1,doublon
code_de_la_construction_et_de_l'habitation,d057903,2009-03-28,Législative,NA,4,4,3,L443-12,inversion L443-12-1
code_de_la_construction_et_de_l'habitation,75bcd5e,2011-01-01,Législative,NA,3,1,10,L31-10-1,inversion L316-4
code_de_la_construction_et_de_l'habitation,4c35357,2011-01-31,Réglementaire,NA,5,1,1,R511-12,inversion D511-13
code_de_la_construction_et_de_l'habitation,5bd0b61,2011-06-17,Réglementaire,NA,1,4,2,R142-9,inversion R142-10
code_de_la_construction_et_de_l'habitation,5bd0b61,2011-06-17,Réglementaire,NA,1,4,2,R142-11,inversion R142-12
code_de_la_construction_et_de_l'habitation,6c9a1c8,2015-01-01,Législative,NA,3,0,1,L301-5-2,doublon
code_de_la_construction_et_de_l'habitation,6c9a1c8,2015-01-01,Législative,NA,4,4,3,L443-7,inversion L443-7-1
code_de_la_construction_et_de_l'habitation,91c9b0c,2015-03-10,Législative,NA,1,2,9,L129-1,inversion L129-7
code_de_la_construction_et_de_l'habitation,302a2fe,2017-05-08,Réglementaire,NA,1,1,1,R*111-14-1,inversion R111-14 A
code_de_la_construction_et_de_l'habitation,823795c,2019-09-01,Réglementaire,NA,1,1,1,R111-14-1,inversion R111-14 A
code_de_la_construction_et_de_l'habitation,823795c,2019-09-01,Réglementaire,NA,8,2,3,D823-20,inversion D823-25
code_de_la_construction_et_de_l'habitation,823795c,2019-09-01,Réglementaire,NA,8,4,2,R842-5,inversion D842-18
code_de_la_construction_et_de_l'habitation,b689396,2019-12-29,Législative,NA,5,1,1,L511-2,doublon
code_de_la_construction_et_de_l'habitation,767ca42,2021-01-01,Réglementaire,NA,1,1,1,R111-1-1,inversion R111-1 D
code_de_la_défense,950cca8,2007-04-24,Réglementaire,1,3,3,3,R1333-17,inversion R1333-24
code_de_la_défense,950cca8,2007-04-24,Réglementaire,1,3,3,3,R1333-1,inversion R1333-18
code_de_la_défense,950cca8,2007-04-24,Réglementaire,1,3,3,3,R1333-73,inversion R1333-74
code_de_la_défense,950cca8,2007-04-24,Réglementaire,1,3,3,4,R1334-2,inversion R1334-3
code_de_la_défense,950cca8,2007-04-24,Réglementaire,1,3,3,6,R*1336-6,inversion R*1336-11
code_de_la_défense,950cca8,2007-04-24,Réglementaire,1,3,3,6,R*1336-7,inversion R*1336-12
code_de_la_défense,950cca8,2007-04-24,Réglementaire,1,3,3,6,R*1336-9,inversion R*1336-13
code_de_la_défense,950cca8,2007-04-24,Réglementaire,1,3,3,6,R*1336-10,inversion R*1336-14
code_de_la_défense,950cca8,2007-04-24,Réglementaire,1,1,3,6,R*1136-20,inversion R*1336-19
code_de_la_défense,950cca8,2007-04-24,Réglementaire,1,4,1,1,R*1411-12,inversion R*1411-13
code_de_la_défense,950cca8,2007-04-24,Réglementaire,1,4,1,1,R*1411-7,inversion R*1411-12
code_de_la_défense,aaee07a,2008-04-26,Réglementaire,4,2,6,1,D4261-1,inversion D4261-2
code_de_la_défense,aaee07a,2008-04-26,Réglementaire,4,2,6,1,D4261-3,inversion D4261-8
code_de_la_défense,aaee07a,2008-04-26,Réglementaire,4,2,6,1,D4261-4,inversion D4261-12
code_de_la_défense,aaee07a,2008-04-26,Réglementaire,4,2,6,1,D4261-6,inversion D4261-11
code_de_la_défense,aaee07a,2008-04-26,Réglementaire,4,2,6,1,D4261-16,inversion D4261-21
code_de_la_défense,aaee07a,2008-04-26,Réglementaire,4,2,6,1,D4261-14,inversion D4261-22
code_de_la_défense,aaee07a,2008-04-26,Réglementaire,4,2,6,1,D4261-19,inversion D4261-23
code_de_la_défense,d6fe9f8,2008-05-28,Législative,3,4,1,8,L3418-2,inversion L3418-3
code_de_la_défense,c7e5e0b,2008-11-28,Réglementaire,3,1,2,1,R3121-4,inversion R3121-10
code_de_la_défense,c7e5e0b,2008-11-28,Réglementaire,3,1,2,1,R3121-5,inversion R3121-16
code_de_la_défense,c7e5e0b,2008-11-28,Réglementaire,3,1,2,1,R3121-7,inversion R3121-11
code_de_la_défense,c7e5e0b,2008-11-28,Réglementaire,3,1,2,1,R3121-12,inversion R3121-17
code_de_la_défense,c7e5e0b,2008-11-28,Réglementaire,3,1,2,1,R3121-8,inversion R3121-12
code_de_la_défense,c7e5e0b,2008-11-28,Réglementaire,3,1,2,1,R3121-22,inversion R3121-25
code_de_la_défense,c7e5e0b,2008-11-28,Réglementaire,3,1,2,1,R3121-19,inversion R3121-22
code_de_la_défense,c7e5e0b,2008-11-28,Réglementaire,3,1,2,1,R3121-20,inversion R3121-23
code_de_la_défense,c7e5e0b,2008-11-28,Réglementaire,3,2,3,1,R3231-3,inversion R3231-10
code_de_la_défense,c7e5e0b,2008-11-28,Réglementaire,3,2,3,1,R3231-5,inversion R3231-11
code_de_la_défense,c7e5e0b,2008-11-28,Réglementaire,3,2,3,1,R3231-7,inversion R3231-12
code_de_la_défense,1a66f8d,2009-03-07,Réglementaire,2,1,5,1,R2151-1,inversion R2151-4
code_de_la_défense,1a66f8d,2009-03-07,Réglementaire,2,3,1,1,R2311-8,inversion R2311-10
code_de_la_défense,a6da4a2,2009-07-17,Réglementaire,3,1,2,1,R3121-6,inversion R3121-10
code_de_la_défense,a6da4a2,2009-07-17,Réglementaire,3,1,2,1,R3121-11,inversion R3121-16
code_de_la_défense,6f852bb,2012-06-30,Législative,2,3,3,2,L2332-10,doublon
code_de_la_défense,6f852bb,2012-06-30,Législative,2,3,3,9,L2339-11,doublon
code_de_la_défense,84c397f,2014-02-17,Réglementaire,4,2,6,1,D4261-12,inversion D4261-13
code_de_la_défense,07d0faf,2021-04-14,Réglementaire,2,3,5,2,R2352-2,inversion R6313-20
code_de_la_propriété_intellectuelle,4843cf4,1992-07-03,Législative,NA,3,2,1,L321-1,inversion L321-12
code_de_la_propriété_intellectuelle,f9cf13a,1993-01-01,Législative,NA,6,1,5,L615-14,doublon
code_de_la_propriété_intellectuelle,b817fae,2001-07-28,Législative,NA,8,1,1,L811-3,inversion L811-4
code_de_la_propriété_intellectuelle,b817fae,2001-07-28,Législative,NA,8,1,1,L811-1,inversion L811-3
code_de_la_propriété_intellectuelle,e431489,2004-08-07,Législative,NA,6,1,1,L611-19,doublon
code_de_la_propriété_intellectuelle,85f8dd5,2007-04-05,Réglementaire,NA,3,3,1,R331-6,inversion R331-9
code_de_la_propriété_intellectuelle,85f8dd5,2007-04-05,Réglementaire,NA,3,3,1,R331-5,inversion R331-6
code_de_la_propriété_intellectuelle,85f8dd5,2007-04-05,Réglementaire,NA,3,3,1,R331-2,inversion R331-19
code_de_la_propriété_intellectuelle,85f8dd5,2007-04-05,Réglementaire,NA,3,3,1,R331-35,inversion R331-37
code_de_la_propriété_intellectuelle,7981c1f,2008-06-30,Réglementaire,NA,6,1,5,R615-2-1,inversion R615-3
code_de_la_propriété_intellectuelle,b23e6ed,2009-07-24,Réglementaire,NA,3,3,1,D331-9-1,inversion R331-11
code_de_la_propriété_intellectuelle,eebd20a,2009-10-30,Législative,NA,3,3,1,L331-6,doublon
code_de_la_propriété_intellectuelle,eebd20a,2009-10-30,Législative,NA,3,3,1,L331-7,doublon
code_de_la_propriété_intellectuelle,6c1ce86,2015-05-09,Réglementaire,NA,6,1,3,R*613-45-2,inversion R613-46
code_de_la_propriété_intellectuelle,c87462d,2019-12-11,Réglementaire,NA,7,1,6,R716-2,inversion R716-15
code_de_la_propriété_intellectuelle,c87462d,2019-12-11,Réglementaire,NA,7,1,6,R716-3,inversion R716-16
code_de_la_propriété_intellectuelle,c87462d,2019-12-11,Réglementaire,NA,7,1,6,R716-4,inversion R716-17
code_de_la_propriété_intellectuelle,c87462d,2019-12-11,Réglementaire,NA,7,1,6,R716-5,inversion R716-18
code_de_la_propriété_intellectuelle,c87462d,2019-12-11,Réglementaire,NA,7,1,6,R716-6,inversion R716-19
code_de_la_propriété_intellectuelle,e825a91,2019-12-15,Législative,NA,7,1,6,L716-1,inversion L716-4-11
code_de_la_propriété_intellectuelle,d135ec8,2020-04-01,Législative,NA,8,1,1,L811-1-1,doublon
code_de_la_recherche,2eba99b,2006-04-19,Législative,NA,3,4,4,L344-1,inversion L344-16
code_de_la_route,b4fd819,2001-06-01,Législative,NA,1,4,2,L142-2,inversion L142-5
code_de_la_route,b4fd819,2001-06-01,Réglementaire,NA,3,4,2,R342-4,inversion R342-5
code_de_la_route,b4fd819,2001-06-01,Réglementaire,NA,4,4,2,R442-2,inversion R442-7
code_de_la_route,9ca1f19,2003-06-13,Législative,NA,1,3,0,L130-4,doublon
code_de_la_route,9ca1f19,2003-06-13,Législative,NA,1,3,0,L130-7,doublon
code_de_la_route,9ca1f19,2003-06-13,Législative,NA,1,4,1,L141-1,doublon
code_de_la_route,9ca1f19,2003-06-13,Législative,NA,1,4,2,L142-1,inversion L142-4
code_de_la_route,0ee9877,2008-07-02,Législative,NA,2,4,3,L243-1,doublon
code_de_la_route,3ab669c,2016-07-01,Réglementaire,NA,2,2,1,R221-1,inversion D221-3
code_de_la_santé_publique,4d88eca,1953-10-07,Législative,NA,NA,NA,NA,L80,inversion L142
code_de_la_santé_publique,4d88eca,1953-10-07,Législative,NA,3,6,9,L369,inversion L472
code_de_la_santé_publique,4d88eca,1953-10-07,Législative,NA,4,8,7,L487,inversion L498
code_de_la_santé_publique,4d88eca,1953-10-07,Législative,NA,6,8,5,L685,inversion L752
code_de_la_santé_publique,4d88eca,1953-10-07,Législative,NA,7,7,2,L772,inversion L774
code_de_la_santé_publique,2f61329,1956-09-12,Législative,NA,8,6,7,L867,inversion L881
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,0,0,2,R5002,inversion R5005
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,0,0,3,R5003,inversion R5004
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,0,0,1,R5001,inversion R5003
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,0,1,0,R5010,inversion R5012
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,0,0,7,R5007,inversion R5010
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,0,2,5,R*5025,inversion R*5026
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,0,2,1,R*5021,inversion R*5028
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,0,2,3,R*5023,inversion R*5024
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,0,2,2,R*5022,inversion R*5023
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,0,3,5,R*5035,inversion R*5038
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,0,3,4,R*5034,inversion R*5035
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,0,3,6,R*5036,inversion R*5039
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,0,3,3,R*5033,inversion R*5036
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,0,3,1,R*5031,inversion R*5037
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,0,3,0,R*5030,inversion R*5031
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,0,4,2,R*5042,inversion R*5043
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,0,1,5,R*5015-1,inversion R*5044
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,0,4,7,R5047,inversion R5049
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,0,4,6,R5046,inversion R5052
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,0,5,6,R5056,inversion R5058
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,0,6,2,R5062,inversion R5067
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,0,6,1,R5061,inversion R5069
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,0,6,6,R5066,inversion R5068
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,0,7,6,R5076,inversion R5078
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,0,7,1,R5071,inversion R5076
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,0,7,2,R5072,inversion R5074
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,0,8,3,R5083,inversion R5085
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,0,8,1,R5081,inversion R5086
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,0,8,0,R5080,inversion R5081
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,0,8,7,R5087,inversion R5088
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,0,9,2,R5092,inversion R5093
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,0,9,4,R5094,inversion R5098
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,0,9,1,R5091,inversion R5096
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,0,9,0,R5090,inversion R5091-2
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,1,0,0,R5100,inversion R5103
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,1,0,1,R5101,inversion R5104
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,1,0,5,R5105,inversion R5108
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,1,0,7,R5107,inversion R5109
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,1,0,6,R5106,inversion R5107
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,1,1,7,R5117,inversion R5119
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,1,2,1,R5121,inversion R5126
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,1,2,2,R5122,inversion R5127
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,1,3,1,R5131,inversion R5133
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,1,3,0,R5130,inversion R5131
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,1,5,7,R5157,inversion R5158
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,1,5,1,R5151,inversion R5159
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,1,6,0,R5160,inversion R5163
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,1,6,2,R5162,inversion R5164
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,1,6,1,R5161,inversion R5162
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,1,5,0,R5150,inversion R5161
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,1,6,6,R5166,inversion R5168
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,1,6,5,R5165,inversion R5166
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,1,7,1,R5171,inversion R5176
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,1,7,4,R5174,inversion R5175
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,1,7,0,R5170,inversion R5174
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,1,7,2,R5172,inversion R5177
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,1,7,8,R5178,inversion R5179
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,1,8,0,R5180,inversion R5182
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,1,8,5,R5185,inversion R5188
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,1,8,3,R5183,inversion R5186
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,1,8,4,R5184,inversion R5187
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,1,9,2,R5192,inversion R5197
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,1,9,1,R5191,inversion R5192
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,2,0,1,R5201,inversion R5209
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,2,0,2,R5202,inversion R5208
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,2,0,0,R5200,inversion R5205
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,2,1,0,R5210,inversion R5211
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,2,1,4,R5214,inversion R5227
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,2,1,3,R5213,inversion R5214
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,2,1,8,R5218,inversion R5219
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,2,2,2,R5222,inversion R5224
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,2,3,4,R5234,inversion R5238
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,2,3,3,R5233,inversion R5234
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,2,3,1,R5231,inversion R5237
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,2,3,0,R5230,inversion R5231
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,2,3,5,R5235,inversion R5236
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,2,4,0,R5240,inversion R5241
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,2,4,4,R5244,inversion R5245
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,2,4,8,R5248,inversion R5249
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,2,4,6,R5246,inversion R5248
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,2,4,3,R5243,inversion R5247
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,2,5,2,R5252,inversion R5258
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,2,5,6,R5256,inversion R5259
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,2,5,4,R5254,inversion R5256
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,2,5,3,R5253,inversion R5254
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,2,5,0,R5250,inversion R5253
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,2,4,2,R5242,inversion R5261
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,2,6,2,R5262,inversion R5265
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,2,6,4,R5264,inversion R5266
code_de_la_santé_publique,000be0d,1956-11-28,Réglementaire,5,2,7,0,R5270,inversion R5271
code_de_la_santé_publique,64ae4b3,1958-12-12,Législative,NA,6,8,0,L680,inversion L752
code_de_la_santé_publique,8ceade4,1960-04-07,Réglementaire,5,1,1,4,R5114-1,inversion R5116
code_de_la_santé_publique,0aff248,1968-05-09,Réglementaire,5,2,2,3,R5223,inversion R5224
code_de_la_santé_publique,9678e12,1968-12-22,Réglementaire,5,1,4,7,R5147 bis,inversion R5148 bis
code_de_la_santé_publique,68f1954,1972-11-30,Réglementaire,5,1,3,4,R5134,inversion R5136
code_de_la_santé_publique,68f1954,1972-11-30,Réglementaire,5,1,4,3,R5143-1,inversion R5144
code_de_la_santé_publique,2446c47,1976-08-26,Réglementaire,5,0,4,7,R5047-1,inversion R5048
code_de_la_santé_publique,2446c47,1976-08-26,Réglementaire,5,0,4,5,R5045,inversion R5052
code_de_la_santé_publique,2446c47,1976-08-26,Réglementaire,5,0,5,2,R5052-1,inversion R5055-4
code_de_la_santé_publique,1d0e589,1978-02-22,Réglementaire,5,1,4,1,R5141-1,inversion R5142-1
code_de_la_santé_publique,3a8efb6,1978-10-06,Réglementaire,5,1,4,0,R5140,inversion R5141
code_de_la_santé_publique,8edc4c3,1981-05-17,Réglementaire,5,1,0,2,R5102,inversion R5104
code_de_la_santé_publique,9db7d5c,1982-05-20,Législative,NA,3,7,4,L374,doublon
code_de_la_santé_publique,9db7d5c,1982-05-20,Législative,NA,4,0,7,L407,inversion L470
code_de_la_santé_publique,0815582,1984-05-30,Réglementaire,5,1,4,4,R5144-1,inversion R5147 bis
code_de_la_santé_publique,ea504b4,1985-09-12,Réglementaire,5,2,0,3,R5203,inversion R5208
code_de_la_santé_publique,f4c2901,1985-11-21,Réglementaire,5,1,2,8,R5128-1,inversion R5129
code_de_la_santé_publique,f4c2901,1985-11-21,Réglementaire,5,1,3,2,R5132,inversion R5135
code_de_la_santé_publique,f4c2901,1985-11-21,Réglementaire,5,1,3,5,R5135-1,inversion R5136-1
code_de_la_santé_publique,f4c2901,1985-11-21,Réglementaire,5,1,4,3,R5143,inversion R5144
code_de_la_santé_publique,3138bd9,1986-01-18,Réglementaire,5,2,3,6,R5236,inversion R5237
code_de_la_santé_publique,3138bd9,1986-01-18,Réglementaire,5,2,3,7,R5237-1,inversion R5238
code_de_la_santé_publique,3138bd9,1986-01-18,Réglementaire,5,2,3,5,R5235-1,inversion R5237-1
code_de_la_santé_publique,3138bd9,1986-01-18,Réglementaire,5,2,3,4,R5234-1,inversion R5235-1
code_de_la_santé_publique,3138bd9,1986-01-18,Réglementaire,5,2,3,4,R5234-2,inversion R5235-2
code_de_la_santé_publique,3138bd9,1986-01-18,Réglementaire,5,2,3,5,R5235-3,inversion R5237-2
code_de_la_santé_publique,3138bd9,1986-01-18,Réglementaire,5,2,3,4,R5234-3,inversion R5235-3
code_de_la_santé_publique,3138bd9,1986-01-18,Réglementaire,5,2,3,4,R5234-4,inversion R5237-3
